customer_unique_id,frequency,monetary,recency_days,avg_order_value,avg_review_score,review_count,tenure_days,avg_days_between_orders,avg_installments,payment_type_diversity,late_delivery_rate,category_diversity,churned
cust_007602,5,588.91,9,117.78,3.5,4,211,52.5,2.8,1,0.4,7,0
cust_007603,1,187.87,430,187.87,5.0,1,0,0.0,1.0,1,0.0,1,1
cust_007604,2,317.57,173,158.78,5.0,2,270,270.0,3.5,1,0.5,4,1
cust_007605,3,293.98,10,97.99,3.33,3,645,322.0,3.7,1,0.333,4,0
cust_007606,7,931.04,29,133.01,4.17,6,674,111.8,2.6,1,0.143,8,0
cust_007607,4,411.95,51,102.99,3.25,4,421,140.0,4.8,1,0.0,4,0
cust_007608,4,744.69,47,186.17,3.5,4,584,194.0,5.8,1,0.0,3,0
cust_007609,1,29.85,444,29.85,4.0,1,0,0.0,1.0,1,1.0,1,1
cust_007610,7,1232.3,41,176.04,4.29,7,659,109.2,1.7,1,0.286,7,0
cust_007611,3,213.63,5,71.21,4.0,3,495,247.5,1.3,1,0.0,3,0
cust_007612,1,99.44,281,99.44,1.0,1,0,0.0,5.0,1,0.0,1,1
cust_007613,4,1148.6,175,287.15,5.0,4,136,45.0,3.0,1,0.0,4,1
cust_007614,2,391.08,14,195.54,4.5,2,124,124.0,1.0,1,0.0,3,0
cust_007615,6,676.74,69,112.79,4.25,4,628,125.2,5.2,1,0.0,8,0
cust_007616,3,291.61,21,97.2,3.67,3,602,300.5,2.3,1,0.333,3,0
cust_007617,2,158.21,58,79.1,5.0,2,533,533.0,8.0,1,0.5,2,0
cust_007618,1,242.81,233,242.81,5.0,1,0,0.0,2.0,1,0.0,2,1
cust_007619,6,630.55,29,105.09,4.0,6,664,132.4,1.3,1,0.0,5,0
cust_007620,3,900.01,31,300.0,4.33,3,549,274.5,1.7,1,0.333,5,0
cust_007621,2,412.69,505,206.34,5.0,1,70,70.0,2.5,1,0.5,2,1
cust_007622,7,729.27,36,104.18,4.0,7,565,93.8,5.0,1,0.286,7,0
cust_007623,2,219.6,359,109.8,4.5,2,198,198.0,1.0,1,0.5,3,1
cust_007624,3,468.61,102,156.2,2.33,3,423,211.0,2.7,1,0.667,4,1
cust_007625,3,507.93,16,169.31,4.33,3,270,134.5,1.7,1,1.0,5,0
cust_007626,3,431.08,7,143.69,4.0,3,592,295.5,4.3,1,0.667,4,0
cust_007627,2,240.87,40,120.44,5.0,2,684,684.0,3.5,1,0.5,1,0
cust_007628,1,321.97,435,321.97,5.0,1,0,0.0,1.0,1,1.0,2,1
cust_007629,9,1258.55,67,139.84,4.0,6,616,76.6,1.6,1,0.111,8,0
cust_007630,1,103.27,154,103.27,1.0,1,0,0.0,1.0,1,0.0,1,1
cust_007631,3,780.52,19,260.17,4.0,3,562,281.0,3.0,1,0.333,3,0
cust_007632,1,133.82,124,133.82,5.0,1,0,0.0,2.0,1,0.0,2,1
cust_007633,3,623.92,47,207.97,4.5,2,447,223.0,7.7,1,0.333,4,0
cust_007634,5,471.66,70,94.33,3.5,4,467,116.2,2.2,1,0.2,6,0
cust_007635,2,384.62,31,192.31,2.0,2,346,346.0,2.0,1,0.0,4,0
cust_007636,5,457.84,41,91.57,3.5,4,548,136.8,1.8,1,0.2,6,0
cust_007637,8,1208.43,11,151.05,3.14,7,548,77.9,2.6,1,0.125,9,0
cust_007638,3,577.15,35,192.38,4.67,3,395,197.0,5.7,1,0.667,4,0
cust_007639,3,452.24,46,150.75,4.67,3,479,239.5,1.0,1,0.333,3,0
cust_007640,1,292.46,119,292.46,4.0,1,0,0.0,4.0,1,0.0,2,1
cust_007641,2,318.29,463,159.15,4.0,1,121,121.0,1.0,1,0.5,3,1
cust_007642,1,228.31,665,228.31,5.0,1,0,0.0,1.0,1,0.0,1,1
cust_007643,2,271.23,39,135.62,5.0,2,302,302.0,2.0,1,0.0,3,0
cust_007644,5,608.45,52,121.69,5.0,3,560,139.5,3.0,1,0.4,5,0
cust_007645,3,550.25,66,183.42,5.0,3,98,49.0,3.7,1,0.333,3,0
cust_007646,3,361.32,24,120.44,4.33,3,533,266.0,2.0,1,0.333,5,0
cust_007647,1,366.15,711,366.15,5.0,1,0,0.0,1.0,1,0.0,1,1
cust_007648,2,153.47,6,76.74,4.5,2,226,226.0,1.5,1,0.5,1,0
cust_007649,3,480.29,78,160.1,3.33,3,331,165.0,3.3,1,0.333,4,0
cust_007650,2,123.35,56,61.68,5.0,1,393,393.0,2.0,1,0.0,2,0
cust_007651,4,572.3,60,143.07,3.25,4,523,174.0,2.2,1,0.25,5,0
cust_007652,5,892.78,91,178.56,4.0,5,447,111.5,4.2,1,0.4,5,1
cust_007653,4,513.1,19,128.28,3.75,4,677,225.3,3.8,1,0.5,4,0
cust_007654,1,82.92,217,82.92,5.0,1,0,0.0,1.0,1,0.0,1,1
cust_007655,3,624.73,6,208.24,4.0,3,200,100.0,2.3,1,0.333,2,0
cust_007656,3,250.09,56,83.36,4.5,2,79,39.5,4.0,1,0.0,3,0
cust_007657,2,386.68,214,193.34,5.0,1,192,192.0,1.0,1,0.0,4,1
cust_007658,2,213.28,20,106.64,3.0,2,424,424.0,1.5,1,0.5,2,0
cust_007659,1,223.17,643,223.17,5.0,1,0,0.0,3.0,1,0.0,2,1
cust_007660,3,199.63,356,66.54,4.5,2,346,173.0,4.0,1,0.667,3,1
cust_007661,6,723.49,71,120.58,3.4,5,538,107.2,2.8,1,0.167,6,0
cust_007662,7,1416.89,41,202.41,3.71,7,614,101.7,4.0,1,0.286,9,0
cust_007663,4,700.25,82,175.06,1.75,4,429,142.3,2.8,1,0.25,6,0
cust_007664,4,315.84,42,78.96,4.0,3,300,99.7,2.8,1,0.0,4,0
cust_007665,3,512.79,21,170.93,4.67,3,200,99.5,1.3,1,0.333,2,0
cust_007666,2,149.48,52,74.74,3.0,2,243,243.0,1.0,1,0.5,3,0
cust_007667,4,440.52,73,110.13,4.5,4,356,118.3,2.8,1,0.5,4,0
cust_007668,1,60.61,416,60.61,4.0,1,0,0.0,1.0,1,0.0,1,1
cust_007669,2,272.75,328,136.38,4.0,1,270,270.0,3.5,1,0.0,2,1
cust_007670,3,325.26,0,108.42,4.67,3,181,90.0,2.3,1,0.0,3,0
cust_007671,4,591.71,18,147.93,5.0,4,560,186.7,2.0,1,0.5,3,0
cust_007672,2,201.98,53,100.99,5.0,2,115,115.0,4.5,1,0.0,2,0
cust_007673,3,229.09,58,76.36,3.33,3,358,179.0,2.7,1,0.333,3,0
cust_007674,3,319.14,143,106.38,5.0,3,257,128.5,3.7,1,0.333,2,1
cust_007675,5,709.87,17,141.97,4.0,5,707,176.5,4.4,1,0.0,7,0
cust_007676,1,54.44,6,54.44,5.0,1,0,0.0,1.0,1,1.0,1,0
cust_007677,1,83.84,199,83.84,4.0,1,0,0.0,1.0,1,1.0,1,1
cust_007678,2,207.31,363,103.66,4.0,2,254,254.0,2.0,1,0.0,2,1
cust_007679,5,895.6,45,179.12,4.2,5,663,165.5,2.0,1,0.2,5,0
cust_007680,3,514.83,18,171.61,3.0,2,217,108.0,2.3,1,0.0,4,0
cust_007681,3,418.89,22,139.63,3.67,3,164,82.0,3.0,1,0.0,4,0
cust_007682,2,292.75,18,146.38,3.5,2,400,400.0,3.0,1,0.0,3,0
cust_007683,5,626.3,76,125.26,3.8,5,550,137.2,2.2,1,0.0,6,0
cust_007684,3,136.53,5,45.51,4.33,3,405,202.5,1.7,1,0.0,3,0
cust_007685,3,619.3,51,206.43,3.67,3,194,96.5,3.0,1,0.667,3,0
cust_007686,1,115.93,170,115.93,5.0,1,0,0.0,12.0,1,0.0,2,1
cust_007687,2,191.66,322,95.83,4.0,2,184,184.0,1.0,1,0.0,2,1
cust_007688,1,95.31,451,95.31,5.0,1,0,0.0,8.0,1,0.0,1,1
cust_007689,2,212.6,28,106.3,4.5,2,187,187.0,4.5,1,0.0,2,0
cust_007690,2,369.66,44,184.83,4.5,2,273,273.0,2.5,1,0.0,3,0
cust_007691,4,664.65,35,166.16,3.33,3,668,222.3,2.0,1,0.25,4,0
cust_007692,3,256.14,26,85.38,4.33,3,437,218.5,1.7,1,0.0,3,0
cust_007693,6,930.85,57,155.14,3.8,5,318,63.0,6.3,1,0.5,6,0
cust_007694,3,357.78,19,119.26,4.0,3,698,348.5,1.3,1,0.667,3,0
cust_007695,4,593.91,64,148.48,2.33,3,555,184.7,3.2,1,0.25,6,0
cust_007696,2,658.82,81,329.41,4.0,2,596,596.0,2.0,1,0.5,3,0
cust_007697,2,239.84,344,119.92,5.0,1,367,367.0,2.5,1,0.5,3,1
cust_007698,1,255.49,28,255.49,5.0,1,0,0.0,1.0,1,0.0,3,0
cust_007699,2,254.35,278,127.18,3.0,2,303,303.0,6.5,1,0.0,2,1
cust_007700,1,411.1,725,411.1,5.0,1,0,0.0,4.0,1,0.0,1,1
cust_007701,3,673.32,49,224.44,4.33,3,264,132.0,4.3,1,0.333,5,0
cust_007702,2,681.69,227,340.84,3.5,2,433,433.0,9.0,1,0.0,3,1
cust_007703,3,1366.78,195,455.59,3.33,3,518,258.5,4.0,1,0.0,4,1
cust_007704,4,495.25,84,123.81,4.5,4,583,194.0,1.8,1,0.5,4,0
cust_007705,1,20.09,17,20.09,4.0,1,0,0.0,1.0,1,0.0,1,0
cust_007706,7,1183.01,13,169.0,4.83,6,362,59.8,2.6,1,0.143,9,0
cust_007707,2,263.84,388,131.92,5.0,2,285,285.0,1.0,1,0.0,2,1
cust_007708,2,160.3,20,80.15,5.0,2,19,19.0,4.5,1,0.0,2,0
cust_007709,3,467.35,56,155.78,3.0,3,539,269.0,1.7,1,0.333,3,0
cust_007710,5,665.45,37,133.09,5.0,4,357,89.0,3.8,1,0.4,4,0
cust_007711,2,367.24,23,183.62,2.0,1,473,473.0,2.0,1,0.0,2,0
cust_007712,3,282.54,65,94.18,4.0,3,511,255.0,1.0,1,0.0,3,0
cust_007713,3,275.11,73,91.7,3.67,3,583,291.0,2.3,1,0.667,3,0
cust_007714,3,635.23,267,211.74,3.67,3,421,210.5,1.0,1,1.0,2,1
cust_007715,3,588.3,14,196.1,4.5,2,480,239.5,1.0,1,0.0,3,0
cust_007716,2,272.4,192,136.2,5.0,2,34,34.0,1.5,1,0.0,2,1
cust_007717,1,76.06,464,76.06,5.0,1,0,0.0,4.0,1,0.0,1,1
cust_007718,3,229.02,41,76.34,4.33,3,655,327.5,1.0,1,0.0,3,0
cust_007719,2,315.18,22,157.59,3.5,2,192,192.0,6.0,1,0.0,3,0
cust_007720,2,200.98,73,100.49,4.0,2,579,579.0,3.5,1,0.0,3,0
cust_007721,4,512.3,54,128.07,3.0,4,334,111.3,1.5,1,0.25,4,0
cust_007723,1,32.59,586,32.59,5.0,1,0,0.0,6.0,1,0.0,1,1
cust_007724,7,1649.43,2,235.63,4.2,5,686,113.8,2.3,1,0.143,12,0
cust_007725,1,49.49,322,49.49,4.0,1,0,0.0,4.0,1,1.0,1,1
cust_007726,9,1075.78,43,119.53,4.33,9,609,75.5,3.6,1,0.222,8,0
cust_007727,4,460.55,27,115.14,3.25,4,446,148.3,4.0,1,0.25,4,0
cust_007728,3,170.4,12,56.8,2.0,2,573,286.5,5.0,1,0.0,2,0
cust_007729,2,243.43,250,121.72,3.0,1,229,229.0,3.0,1,0.0,1,1
cust_007730,3,454.68,15,151.56,4.5,2,178,88.5,1.3,1,0.333,3,0
cust_007731,3,437.55,91,145.85,4.67,3,350,174.5,1.7,1,0.333,2,1
cust_007732,3,844.38,306,281.46,4.0,3,294,146.5,2.3,1,0.0,4,1
cust_007733,2,521.62,4,260.81,4.0,1,408,408.0,4.0,1,0.0,3,0
cust_007734,2,385.5,32,192.75,4.0,2,284,284.0,1.0,1,0.5,3,0
cust_007735,1,42.84,640,42.84,0.0,0,0,0.0,10.0,1,0.0,1,1
cust_007736,2,160.87,258,80.44,5.0,2,110,110.0,1.5,1,0.5,2,1
cust_007737,1,157.19,526,157.19,5.0,1,0,0.0,6.0,1,0.0,2,1
cust_007738,3,345.44,59,115.15,5.0,3,147,73.5,4.7,1,0.333,3,0
cust_007739,1,127.7,234,127.7,4.0,1,0,0.0,1.0,1,1.0,2,1
cust_007740,2,290.26,259,145.13,4.5,2,59,59.0,2.5,1,0.5,4,1
cust_007741,2,398.78,86,199.39,4.5,2,143,143.0,1.0,1,0.5,2,0
cust_007742,3,491.93,466,163.98,4.67,3,126,63.0,1.7,1,0.333,6,1
cust_007743,4,770.04,9,192.51,5.0,2,329,109.0,2.8,1,0.5,5,0
cust_007744,3,421.73,67,140.58,5.0,3,375,187.5,4.0,1,0.333,3,0
cust_007745,6,681.39,80,113.56,4.4,5,617,122.8,3.5,1,0.167,6,0
cust_007746,4,586.41,77,146.6,3.0,4,450,149.7,1.8,1,0.25,3,0
cust_007747,4,509.25,67,127.31,3.67,3,522,173.7,2.2,1,0.0,4,0
cust_007748,2,432.23,398,216.12,4.5,2,71,71.0,1.0,1,0.0,4,1
cust_007749,4,618.4,28,154.6,5.0,4,297,98.7,2.5,1,0.0,5,0
cust_007750,6,627.53,101,104.59,2.83,6,580,115.8,2.3,1,0.167,6,1
cust_007751,4,490.47,71,122.62,4.0,3,523,174.0,2.2,1,0.25,2,0
cust_007752,3,535.37,54,178.46,3.33,3,147,73.5,1.0,1,0.0,4,0
cust_007753,1,88.86,289,88.86,1.0,1,0,0.0,1.0,1,0.0,1,1
cust_007754,3,320.43,71,106.81,4.5,2,647,323.5,1.0,1,0.0,4,0
cust_007755,3,585.83,1,195.28,1.5,2,339,169.5,2.7,1,0.333,3,0
cust_007756,3,290.43,202,96.81,4.67,3,136,68.0,1.0,1,0.0,3,1
cust_007757,3,473.49,56,157.83,4.67,3,662,330.5,1.7,1,0.667,3,0
cust_007758,1,75.36,612,75.36,4.0,1,0,0.0,2.0,1,1.0,1,1
cust_007759,7,2401.77,20,343.11,3.71,7,687,114.2,3.4,1,0.286,6,0
cust_007760,5,754.82,29,150.96,3.0,5,645,160.8,2.2,1,0.2,7,0
cust_007761,2,389.36,318,194.68,3.0,1,377,377.0,2.5,1,0.0,2,1
cust_007762,7,673.62,74,96.23,4.5,6,297,49.3,2.9,1,0.429,7,0
cust_007763,4,556.95,46,139.24,4.0,4,348,115.3,2.2,1,0.0,5,0
cust_007764,6,819.31,0,136.55,4.8,5,728,145.2,1.8,1,0.333,5,0
cust_007765,4,418.73,29,104.68,3.25,4,508,169.0,1.0,1,0.5,3,0
cust_007766,3,610.79,13,203.6,4.67,3,209,104.0,2.0,1,0.0,4,0
cust_007767,1,59.47,231,59.47,5.0,1,0,0.0,2.0,1,0.0,1,1
cust_007768,3,177.29,12,59.1,4.0,2,564,281.5,4.0,1,0.0,3,0
cust_007769,5,762.45,45,152.49,4.6,5,615,153.2,5.4,1,0.0,5,0
cust_007770,3,442.69,47,147.56,4.67,3,643,321.5,2.3,1,0.333,3,0
cust_007771,3,503.53,56,167.84,3.0,3,502,250.5,3.3,1,0.333,4,0
cust_007772,1,52.38,60,52.38,0.0,0,0,0.0,1.0,1,0.0,1,0
cust_007773,5,803.3,68,160.66,3.6,5,601,149.8,3.0,1,0.0,7,0
cust_007774,5,939.17,2,187.83,2.5,4,381,95.0,2.8,1,0.0,5,0
cust_007775,2,167.1,491,83.55,3.0,2,146,146.0,4.5,1,0.0,2,1
cust_007777,3,500.97,27,166.99,4.67,3,508,253.5,6.3,1,0.0,3,0
cust_007778,1,26.56,270,26.56,5.0,1,0,0.0,1.0,1,0.0,1,1
cust_007779,2,153.76,192,76.88,3.0,2,469,469.0,3.5,1,0.0,2,1
cust_007780,6,959.64,38,159.94,3.4,5,365,72.4,3.2,1,0.167,5,0
cust_007781,3,620.05,373,206.68,4.67,3,84,42.0,2.3,1,0.0,4,1
cust_007782,3,239.72,17,79.91,3.67,3,665,332.5,5.7,1,0.0,3,0
cust_007783,2,194.63,123,97.32,5.0,1,438,438.0,1.0,1,0.5,1,1
cust_007784,2,103.92,505,51.96,3.0,1,10,10.0,2.0,1,0.0,2,1
cust_007785,1,45.1,62,45.1,3.0,1,0,0.0,1.0,1,1.0,1,0
cust_007786,2,159.11,116,79.56,3.5,2,382,382.0,2.5,1,0.0,2,1
cust_007787,2,300.95,78,150.48,3.0,2,115,115.0,2.0,1,0.0,2,0
cust_007788,4,401.14,306,100.28,4.67,3,330,109.7,2.8,1,0.25,5,1
cust_007789,4,712.38,39,178.1,5.0,4,355,118.0,5.5,1,0.0,5,0
cust_007790,7,1122.59,42,160.37,3.71,7,636,105.5,4.4,1,0.286,8,0
cust_007791,4,542.7,49,135.68,4.25,4,639,212.7,1.8,1,0.5,5,0
cust_007792,2,227.26,208,113.63,3.5,2,214,214.0,6.5,1,0.5,2,1
cust_007793,2,155.17,42,77.58,5.0,2,334,334.0,1.5,1,0.5,2,0
cust_007794,4,915.16,15,228.79,4.5,4,652,217.0,4.0,1,0.25,4,0
cust_007795,2,239.34,375,119.67,5.0,2,198,198.0,1.5,1,0.5,2,1
cust_007796,4,398.94,55,99.74,4.0,4,549,182.3,3.8,1,0.25,4,0
cust_007797,4,1173.78,146,293.44,5.0,3,505,168.0,3.2,1,0.25,4,1
cust_007798,3,586.98,24,195.66,5.0,2,256,128.0,2.3,1,0.333,3,0
cust_007799,1,89.52,30,89.52,5.0,1,0,0.0,1.0,1,0.0,1,0
cust_007800,2,327.55,37,163.78,4.5,2,430,430.0,1.0,1,0.5,2,0
cust_007801,1,70.06,697,70.06,1.0,1,0,0.0,1.0,1,0.0,1,1
cust_007802,10,3077.85,23,307.78,3.89,9,691,76.3,2.9,1,0.2,10,0
cust_007803,2,890.11,52,445.06,4.0,2,425,425.0,2.5,1,0.5,3,0
cust_007804,2,161.14,323,80.57,4.0,2,41,41.0,1.5,1,0.0,2,1
cust_007805,4,591.19,64,147.8,3.75,4,523,174.0,5.2,1,0.0,4,0
cust_007806,3,564.52,27,188.17,5.0,3,664,332.0,3.3,1,0.667,4,0
cust_007807,1,68.09,662,68.09,4.0,1,0,0.0,5.0,1,0.0,1,1
cust_007808,2,209.27,60,104.64,3.5,2,420,420.0,6.5,1,0.0,2,0
cust_007809,3,398.66,76,132.89,2.67,3,514,257.0,2.0,1,0.333,4,0
cust_007810,4,829.54,55,207.38,5.0,4,530,176.0,2.0,1,0.0,4,0
cust_007812,3,431.22,9,143.74,4.5,2,655,327.5,1.3,1,0.0,4,0
cust_007813,2,96.96,53,48.48,5.0,1,369,369.0,1.5,1,0.0,2,0
cust_007814,1,90.97,565,90.97,4.0,1,0,0.0,8.0,1,0.0,1,1
cust_007815,2,124.18,83,62.09,5.0,2,200,200.0,1.0,1,0.5,2,0
cust_007816,1,95.93,10,95.93,5.0,1,0,0.0,1.0,1,1.0,1,0
cust_007817,2,314.15,9,157.07,3.0,2,362,362.0,3.5,1,0.5,2,0
cust_007818,6,766.8,47,127.8,3.83,6,635,126.8,3.3,1,0.167,4,0
cust_007819,5,471.5,85,94.3,3.5,4,351,87.2,5.0,1,0.2,5,0
cust_007820,7,944.85,105,134.98,3.6,5,540,89.5,4.1,1,0.286,6,1
cust_007821,3,228.69,16,76.23,3.0,2,99,49.5,2.3,1,0.0,3,0
cust_007822,2,291.45,558,145.72,4.0,2,115,115.0,2.5,1,0.0,2,1
cust_007823,2,580.48,612,290.24,5.0,2,14,14.0,2.0,1,0.0,4,1
cust_007824,3,628.58,29,209.53,2.67,3,612,305.5,5.7,1,0.0,3,0
cust_007825,4,459.86,59,114.96,3.25,4,637,211.7,5.5,1,0.25,4,0
cust_007826,2,453.02,411,226.51,3.5,2,21,21.0,4.0,1,0.0,4,1
cust_007827,1,238.9,196,238.9,4.0,1,0,0.0,4.0,1,0.0,2,1
cust_007828,1,164.68,699,164.68,5.0,1,0,0.0,2.0,1,0.0,1,1
cust_007829,10,2189.37,31,218.94,3.7,10,671,74.1,4.3,1,0.3,10,0
cust_007830,2,334.24,64,167.12,5.0,2,394,394.0,1.0,1,0.0,2,0
cust_007831,3,311.74,0,103.91,4.5,2,385,192.5,2.7,1,0.0,3,0
cust_007832,3,319.21,32,106.4,4.67,3,349,174.0,6.3,1,0.333,3,0
cust_007833,2,199.15,11,99.58,5.0,2,668,668.0,2.5,1,0.0,3,0
cust_007834,2,150.16,90,75.08,5.0,1,298,298.0,1.0,1,0.0,3,1
cust_007835,4,664.61,63,166.15,4.0,4,446,148.3,1.8,1,1.0,6,0
cust_007836,3,312.96,138,104.32,3.5,2,498,248.5,1.3,1,0.0,2,1
cust_007837,4,836.37,68,209.09,3.75,4,511,170.3,1.0,1,0.25,5,0
cust_007838,3,271.58,7,90.53,5.0,2,427,213.0,4.0,1,1.0,3,0
cust_007839,4,333.68,34,83.42,4.33,3,684,227.7,3.0,1,0.0,2,0
cust_007840,5,726.11,58,145.22,3.25,4,475,118.5,2.4,1,0.2,6,0
cust_007841,2,287.91,675,143.96,5.0,1,4,4.0,4.5,1,0.0,2,1
cust_007842,2,189.95,39,94.98,5.0,1,238,238.0,4.5,1,0.0,1,0
cust_007843,3,467.83,0,155.94,5.0,3,183,91.0,5.3,1,0.0,4,0
cust_007844,1,158.22,34,158.22,4.0,1,0,0.0,3.0,1,0.0,1,0
cust_007845,3,668.84,91,222.95,2.33,3,302,151.0,1.0,1,0.333,6,1
cust_007846,1,116.05,514,116.05,5.0,1,0,0.0,1.0,1,0.0,1,1
cust_007847,2,474.24,558,237.12,3.5,2,63,63.0,1.0,1,0.0,3,1
cust_007848,3,1004.19,56,334.73,4.0,3,481,240.0,1.7,1,0.667,5,0
cust_007849,2,389.45,228,194.72,4.5,2,158,158.0,2.5,1,0.5,3,1
cust_007850,1,481.84,544,481.84,5.0,1,0,0.0,3.0,1,1.0,2,1
cust_007851,2,97.0,26,48.5,4.0,2,665,665.0,5.5,1,0.0,1,0
cust_007852,3,291.47,11,97.16,5.0,3,701,350.0,2.0,1,0.0,3,0
cust_007853,1,122.8,510,122.8,3.0,1,0,0.0,1.0,1,0.0,1,1
cust_007854,2,210.74,31,105.37,4.5,2,416,416.0,2.5,1,0.5,2,0
cust_007855,4,418.27,18,104.57,3.0,3,543,180.7,4.5,1,0.0,4,0
cust_007856,3,493.36,79,164.45,5.0,3,534,267.0,3.0,1,0.0,4,0
cust_007857,3,243.98,10,81.33,5.0,1,690,344.5,5.7,1,0.0,3,0
cust_007858,1,96.99,518,96.99,0.0,0,0,0.0,4.0,1,0.0,1,1
cust_007859,2,296.8,334,148.4,3.0,2,247,247.0,1.0,1,0.0,2,1
cust_007860,3,252.61,16,84.2,4.0,3,284,141.5,3.3,1,0.667,4,0
cust_007861,4,251.97,51,62.99,4.5,4,605,201.3,1.8,1,0.25,4,0
cust_007862,3,307.45,59,102.48,4.33,3,440,219.5,3.0,1,0.667,4,0
cust_007863,7,713.86,3,101.98,3.67,6,457,75.8,4.6,1,0.143,8,0
cust_007864,2,126.41,399,63.2,4.5,2,39,39.0,1.0,1,0.0,2,1
cust_007865,2,440.98,7,220.49,2.5,2,514,514.0,6.5,1,0.0,3,0
cust_007866,2,253.08,36,126.54,4.5,2,227,227.0,1.0,1,0.0,2,0
cust_007867,2,213.98,407,106.99,4.5,2,18,18.0,1.0,1,0.0,2,1
cust_007868,5,741.64,52,148.33,4.0,4,365,90.5,5.0,1,0.2,6,0
cust_007869,1,257.46,335,257.46,1.0,1,0,0.0,3.0,1,0.0,2,1
cust_007870,2,339.07,17,169.54,4.0,2,207,207.0,6.5,1,0.0,3,0
cust_007871,7,776.97,21,111.0,4.4,5,630,104.7,2.1,1,0.143,6,0
cust_007872,3,687.61,7,229.2,3.33,3,405,202.5,3.7,1,0.333,4,0
cust_007873,3,341.47,36,113.82,3.67,3,594,296.5,2.3,1,0.333,3,0
cust_007874,4,382.22,51,95.56,4.25,4,670,223.3,1.8,1,0.25,3,0
cust_007875,2,483.6,44,241.8,3.0,2,262,262.0,1.0,1,0.0,4,0
cust_007876,2,294.13,52,147.06,5.0,2,287,287.0,5.5,1,0.0,3,0
cust_007877,3,341.39,43,113.8,5.0,2,373,186.0,1.7,1,0.333,5,0
cust_007878,1,44.48,510,44.48,5.0,1,0,0.0,2.0,1,0.0,1,1
cust_007879,1,224.44,13,224.44,5.0,1,0,0.0,1.0,1,0.0,1,0
cust_007880,2,306.89,18,153.44,5.0,1,31,31.0,1.0,1,0.0,2,0
cust_007881,1,124.85,486,124.85,2.0,1,0,0.0,4.0,1,0.0,2,1
cust_007882,3,409.6,29,136.53,2.33,3,471,235.0,1.0,1,0.333,3,0
cust_007883,3,486.07,52,162.02,5.0,2,660,329.5,1.0,1,0.333,5,0
cust_007884,1,56.63,485,56.63,3.0,1,0,0.0,6.0,1,0.0,1,1
cust_007885,6,863.95,18,143.99,4.83,6,697,139.2,1.2,1,0.0,5,0
cust_007886,2,304.98,603,152.49,3.5,2,97,97.0,1.0,1,0.0,3,1
cust_007887,5,409.97,19,81.99,2.5,4,572,142.8,1.2,1,0.6,5,0
cust_007888,5,654.09,26,130.82,4.67,3,527,131.5,2.8,1,0.2,6,0
cust_007889,2,360.73,228,180.36,3.0,1,320,320.0,3.0,1,0.5,1,1
cust_007890,4,546.85,368,136.71,3.25,4,306,101.7,4.8,1,0.0,5,1
cust_007891,3,466.87,91,155.62,5.0,2,547,273.0,3.3,1,0.0,3,1
cust_007892,2,457.44,673,228.72,3.0,2,24,24.0,1.0,1,0.0,3,1
cust_007893,4,834.42,67,208.6,4.67,3,498,165.7,4.5,1,0.0,7,0
cust_007894,2,296.92,24,148.46,3.0,2,54,54.0,1.5,1,0.0,3,0
cust_007895,4,508.65,42,127.16,3.67,3,662,220.3,2.2,1,0.0,3,0
cust_007896,2,726.68,17,363.34,2.5,2,337,337.0,2.5,1,0.0,3,0
cust_007897,5,1046.6,86,209.32,3.25,4,294,73.0,3.4,1,0.0,6,0
cust_007898,4,1150.99,40,287.75,4.75,4,502,167.0,1.2,1,0.0,6,0
cust_007899,9,1367.02,54,151.89,4.57,7,427,53.0,2.7,1,0.111,9,0
cust_007900,2,97.09,203,48.54,4.5,2,206,206.0,3.0,1,0.5,2,1
cust_007901,3,726.95,40,242.32,3.33,3,654,326.5,3.7,1,0.0,3,0
cust_007902,2,541.9,26,270.95,4.0,2,344,344.0,1.0,1,0.5,3,0
cust_007903,2,467.78,402,233.89,1.0,2,86,86.0,2.0,1,0.0,3,1
cust_007904,2,305.61,52,152.8,4.0,2,339,339.0,2.0,1,0.0,2,0
cust_007905,2,558.62,18,279.31,4.5,2,155,155.0,6.0,1,0.0,4,0
cust_007906,5,678.64,11,135.73,5.0,3,459,114.5,1.4,1,0.6,8,0
cust_007907,10,1574.35,136,157.44,3.9,10,550,60.6,2.0,1,0.2,8,1
cust_007908,7,1020.81,121,145.83,4.0,7,315,52.3,2.6,1,0.429,6,1
cust_007909,2,230.02,2,115.01,5.0,2,186,186.0,2.5,1,0.0,2,0
cust_007910,3,400.75,87,133.58,1.0,1,177,88.0,1.7,1,0.0,5,0
cust_007911,4,357.16,61,89.29,4.0,4,509,169.0,2.8,1,0.25,3,0
cust_007912,3,560.95,36,186.98,3.33,3,113,56.0,2.0,1,0.333,4,0
cust_007913,3,203.97,78,67.99,3.0,3,234,117.0,3.3,1,0.333,3,0
cust_007914,6,589.59,41,98.26,4.5,4,641,127.6,3.8,1,0.333,6,0
cust_007915,3,613.92,7,204.64,1.0,1,169,84.5,4.7,1,0.0,3,0
cust_007916,3,770.64,53,256.88,4.5,2,161,80.0,1.3,1,0.333,3,0
cust_007917,2,272.36,49,136.18,3.0,2,183,183.0,1.5,1,0.5,2,0
cust_007918,3,212.37,20,70.79,2.67,3,656,327.5,4.0,1,0.0,3,0
cust_007919,2,175.06,144,87.53,3.5,2,52,52.0,3.5,1,0.0,3,1
